"","user","item","rating","prediction","MAE"
"486","2324005","84057",2,"-0.387892988910173",2.38789298891017
"499","1259411","96048",3,"-0.0453605871470084",3.04536058714701
"501","887792","96048",3,"-0.890022602612749",3.89002260261275
"507","2597146","96048",4,"0.175667005374134",3.82433299462587
"508","2030990","96048",1,"-0.413204717306335",1.41320471730634
"509","3375808","96048",2,"0.429102766927683",1.57089723307232
"511","1738291","97221",2,"1.0452812094072",0.9547187905928
"519","3315379","97476",2,"0.457574865527314",1.54242513447269
"520","5445555","97476",3,"-0.264104376668668",3.26410437666867
"521","2210060","97476",3,"1.23698678329098",1.76301321670902
"531","2296088","97476",2,"0.516974227818727",1.48302577218127
"538","4519705","101618",1,"-2.28651243807944",3.28651243807944
"540","5384133","107195",5,"-1.41847972259701",6.41847972259701
"547","2965087","107195",5,"0.0197862149228527",4.98021378507715
"554","5134169","107972",2,"0.586729871601617",1.41327012839838
"556","4905127","107972",3,"0.0157342066852142",2.98426579331479
"557","1500608","107972",3,"-0.183857378076471",3.18385737807647
"559","4387197","108890",4,"0.0842550359479317",3.91574496405207
"560","3327797","108890",3,"0.0486921697582181",2.95130783024178
"562","3595270","108890",3,"0.443608223568352",2.55639177643165
"563","5527039","115795",3,"-0.0363841378129254",3.03638413781293
"565","4280207","115795",2,"-0.45444537133922",2.45444537133922
"566","3590237","115795",2,"-1.26303763287673",3.26303763287673
"571","2197822","115795",3,"-0.324514561324173",3.32451456132417
"575","2450395","118097",3,"-0.258687761314589",3.25868776131459
"579","1312133","118097",1,"0.520864479441386",0.479135520558614
"589","3093794","118117",3,"-1.52220944597945",4.52220944597945
"592","57920","118117",3,"-0.171293091123069",3.17129309112307
"593","1488099","118302",3,"-0.285088354235075",3.28508835423508
"594","1642815","118302",3,"1.01880724013284",1.98119275986716
"595","3375808","118302",4,"-0.17942776778065",4.17942776778065
"596","1221888","118302",1,"1.38908443813758",0.38908443813758
"598","3133489","118302",3,"0.667899529093514",2.33210047090649
"604","619612","120872",1,"-0.826820128036701",1.8268201280367
"607","424325","120872",3,"-0.102617998188224",3.10261799818822
"608","2699033","120872",5,"2.22227320742678",2.77772679257322
"611","2900177","130390",3,"0.580132021962004",2.419867978038
"616","5706763","130390",1,"-0.510447466198868",1.51044746619887
"619","1337537","137026",5,"-0.379828971295406",5.37982897129541
"622","5384133","137026",2,"-1.23167235242793",3.23167235242793
"625","532034","137026",3,"1.29015825532342",1.70984174467658
"628","2698418","141708",2,"-1.08342444223978",3.08342444223978
"630","2773540","141708",4,"1.08278039136595",2.91721960863405
"631","1542832","141708",3,"2.06729745870057",0.93270254129943
"632","4286813","141708",1,"-1.03492917179759",2.03492917179759
"637","3556952","148132",2,"-0.551553946719755",2.55155394671976
"641","1221888","148132",3,"-0.673184961326119",3.67318496132612
"645","2694521","150634",2,"0.411541396223858",1.58845860377614
"648","5706763","150634",3,"0.0276440508387559",2.97235594916124
"650","3314075","150634",2,"-0.81222167581935",2.81222167581935
"652","1139469","152280",1,"-0.167245170006655",1.16724517000666
"653","3085202","152280",1,"0.411821860470142",0.588178139529858
"657","5290998","152280",3,"0.200280987793654",2.79971901220635
"679","4380449","165833",3,"0.134806695803861",2.86519330419614
"685","4188252","165833",3,"-0.145419900044079",3.14541990004408
"687","2820580","168769",4,"2.60482604501038",1.39517395498962
"691","4117053","168769",3,"0.47130026878906",2.52869973121094
"698","1135786","171054",3,"-0.759635993887131",3.75963599388713
"709","4976553","171631",4,"-1.90125225176196",5.90125225176196
"722","1219810","175989",3,"-0.66906000321844",3.66906000321844
"724","3984496","175989",1,"-0.85138211790605",1.85138211790605
"734","2976221","179528",3,"-0.468866170790611",3.46886617079061
"736","2047798","182839",3,"1.66000192999766",1.33999807000234
"744","1406783","184282",3,"1.00562487134215",1.99437512865785
"751","2536879","184282",3,"-1.00890873087716",4.00890873087716
"768","5669252","189754",4,"1.71209870692102",2.28790129307898
"776","1626796","190943",3,"-0.655084253885951",3.65508425388595
"784","1954555","190943",4,"0.359537934780099",3.6404620652199
"792","3647272","191404",4,"0.288527519167647",3.71147248083235
"795","5351733","193038",3,"-0.0584457531975983",3.0584457531976
"800","4641285","193038",3,"-0.732356268842825",3.73235626884283
"801","2395278","193038",2,"-0.921294497221848",2.92129449722185
"806","5351733","198307",3,"1.93249986971877",1.06750013028123
"808","2493425","198307",1,"0.549488970344351",0.450511029655649
"823","3043156","200461",3,"-0.896127913300346",3.89612791330035
"824","534213","200461",3,"-1.39112978467276",4.39112978467276
"826","3644637","200461",3,"-0.331502334396779",3.33150233439678
"838","2709101","203658",4,"1.35436342564241",2.64563657435759
"848","3241444","205759",3,"0.523115106287277",2.47688489371272
"849","4155386","205759",3,"-1.00278479304408",4.00278479304408
"853","4415881","212050",3,"0.509735150245481",2.49026484975452
"857","2191037","212050",3,"0.698820095422045",2.30117990457796
"868","1803801","213371",2,"0.348302370815794",1.65169762918421
"874","3192554","214531",3,"1.01231732221807",1.98768267778193
"880","2923773","217692",2,"-0.77214723121574",2.77214723121574
"888","2740598","219276",3,"1.34108526371283",1.65891473628717
"891","5412054","219276",4,"0.643936706312045",3.35606329368796
"892","3576778","219276",4,"-1.53202545190477",5.53202545190477
"895","5385464","219276",5,"1.86537000638124",3.13462999361876
"902","1598424","221922",5,"1.91836962107236",3.08163037892764
"908","2369370","221922",4,"-1.52025044649794",5.52025044649794
"909","3821129","221943",3,"0.97782291793297",2.02217708206703
"911","3241922","221943",1,"0.439745787407325",0.560254212592675
"918","4056223","222516",3,"1.71326123947844",1.28673876052156
"921","4415881","222516",3,"1.30844288459716",1.69155711540284
"922","1421901","222516",1,"-0.214401448736732",1.21440144873673
"924","522491","222516",3,"-0.209166046855996",3.209166046856
"935","4715209","226121",2,"0.273629102808761",1.72637089719124
"937","3597538","230710",3,"-0.395477913232586",3.39547791323259
"940","1663866","230710",3,"-1.0192217417007",4.0192217417007
"941","1448980","230710",2,"0.870445028763523",1.12955497123648
"944","1305208","230710",1,"-0.502611236433498",1.5026112364335
"952","5336046","236180",1,"-0.419326042344751",1.41932604234475
"968","2597146","236632",3,"1.20480738661196",1.79519261338804
"973","5646154","237017",5,"0.888906717712473",4.11109328228753
"995","4905127","247805",3,"-0.381227432460763",3.38122743246076
"996","3441513","247805",2,"-1.02632800942951",3.02632800942951
"1000","3544416","247805",3,"-0.115410353739824",3.11541035373982
"1009","3375808","250751",2,"0.13029332980393",1.86970667019607
"1012","4364462","250751",2,"0.502004319250176",1.49799568074982
"1013","692831","252080",2,"0.836027018407862",1.16397298159214
"1016","3000454","252080",5,"1.29767083879743",3.70232916120257
"1020","4046972","252080",2,"1.12342694933474",0.87657305066526
"1027","4522084","253650",4,"-1.38625139911359",5.38625139911359
"1035","2865695","253792",1,"0.329537442117337",0.670462557882663
"1038","2991842","254104",1,"-0.556101914115785",1.55610191411579
"1039","1283321","254104",3,"-2.08293278716778",5.08293278716778
"1046","2524784","254800",2,"-0.115730348991084",2.11573034899108
"1051","531200","254800",3,"-0.595973053540928",3.59597305354093
"1053","1573009","255177",2,"0.298334351473081",1.70166564852692
"1059","3441513","255177",5,"0.922183490888312",4.07781650911169
"1067","2944771","255202",3,"1.32025097351802",1.67974902648198
"1077","2694521","255809",3,"0.0867253941934181",2.91327460580658
"1084","3093794","255809",3,"2.15188456269536",0.84811543730464
"1090","3042726","256670",3,"1.20906268924641",1.79093731075359
"1095","2526812","258273",3,"0.662424155726756",2.33757584427324
"1100","4443833","258273",4,"-1.09487160847898",5.09487160847898
"1102","2698418","262394",3,"0.249134192868398",2.7508658071316
"1112","4891238","265349",5,"-1.47909285538508",6.47909285538508
"1115","4156667","265349",1,"2.53464114002796",1.53464114002796
"1124","2327267","271787",1,"-0.292287245653378",1.29228724565338
"1125","662664","271787",3,"-0.560700941212939",3.56070094121294
"1138","3287406","274688",3,"0.356388975015848",2.64361102498415
"1143","4447646","274688",2,"-0.953573749581514",2.95357374958151
"1145","3955041","274688",2,"0.0473561188063054",1.95264388119369
"1147","3477524","274688",3,"1.48016345165498",1.51983654834502
"1148","4456680","276275",1,"1.12810500431251",0.12810500431251
"1159","739084","277011",3,"-0.898406490104839",3.89840649010484
"1174","1696020","282269",3,"1.8640214690148",1.1359785309852
"1177","2709101","283170",3,"0.478825969054268",2.52117403094573
"1181","5647495","283621",3,"0.724855036844733",2.27514496315527
"1187","1500608","284319",3,"0.302599534125797",2.6974004658742
"1200","5062046","286374",2,"1.31705502465126",0.68294497534874
"1206","4260264","286374",1,"0.531000068271745",0.468999931728255
"1209","4521818","286374",2,"-0.856017532733295",2.85601753273329
"1216","4663170","286500",3,"1.3819746145162",1.6180253854838
"1218","2686549","286500",4,"-0.32086891476487",4.32086891476487
"1220","5694124","286500",3,"-0.315161742654817",3.31516174265482
"1223","5669252","286500",5,"1.55602982836818",3.44397017163182
"1225","3758910","286500",4,"-1.41596147058642",5.41596147058642
"1238","5646772","290701",4,"1.63469829466944",2.36530170533056
"1240","1178877","290701",3,"-0.949223212038098",3.9492232120381
"1246","3466926","291637",2,"1.34093945100063",0.65906054899937
"1248","1793895","291637",3,"-1.16768777271018",4.16768777271018
"1263","3308880","291752",3,"0.477040781296554",2.52295921870345
"1267","3146037","293337",4,"-2.50442260511117",6.50442260511117
"1282","1319480","293514",4,"-0.0507801883206933",4.05078018832069
"1284","2030990","293514",3,"0.0953095870634454",2.90469041293655
"1287","1448980","293514",3,"-1.69382741031705",4.69382741031705
"1293","4412129","294468",3,"0.0478858710281264",2.95211412897187
"1303","5336046","297220",3,"-0.27810178230061",3.27810178230061
"1310","5582413","300067",2,"-0.382664145302395",2.3826641453024
"1311","4976553","300067",3,"-0.112774342676612",3.11277434267661
"1318","5446448","301220",5,"0.868676347949896",4.1313236520501
"1321","3146037","301220",3,"0.616077553658115",2.38392244634188
"1322","505271","301220",1,"0.348827683352483",0.651172316647517
"1324","5513568","302426",4,"-2.07208754045118",6.07208754045118
"1329","1030587","302426",4,"0.430658421390058",3.56934157860994
"1343","2991842","304189",3,"-1.14997014179136",4.14997014179136
"1348","1856394","305200",3,"0.543235005827729",2.45676499417227
"1351","4668971","305200",5,"1.13844514550387",3.86155485449613
"1361","4901980","305809",5,"0.945506228861998",4.054493771138
"1374","1211966","306852",2,"1.65844911959953",0.34155088040047
"1375","4519705","306852",4,"-0.644087756625591",4.64408775662559
"1376","3192554","306852",2,"-0.143253786641803",2.1432537866418
"1382","4443833","307470",1,"1.12199198978098",0.12199198978098
"1383","1663866","307470",3,"1.0155115175281",1.9844884824719
"1390","1803801","307497",1,"-0.215082335640785",1.21508233564078
"1396","5127223","307497",2,"-1.6443753398119",3.6443753398119
"1407","1696020","308028",4,"-1.09101933150635",5.09101933150635
"1408","2826744","308028",3,"1.05146173246914",1.94853826753086
"1409","4202425","308028",3,"0.0632703866014627",2.93672961339854
"1410","3505991","308028",4,"2.15935696448195",1.84064303551805
"1414","4046972","309436",2,"0.667898921376653",1.33210107862335
"1416","3477524","309436",3,"0.206608673445985",2.79339132655402
"1418","216385","309436",3,"1.71423034947473",1.28576965052527
"1422","2691000","310722",3,"0.613041774225258",2.38695822577474
"1430","4330819","311124",2,"0.865666594350636",1.13433340564936
"1440","3644637","311584",3,"0.320768496628116",2.67923150337188
"1441","3122261","311584",3,"-1.4261117289657",4.4261117289657
"1443","4412129","311584",2,"1.44045912017706",0.55954087982294
"1451","3855104","311694",4,"-0.239951096264309",4.23995109626431
"1454","549167","314082",3,"0.595778923274493",2.40422107672551
"1455","1831568","314082",2,"0.852231526848191",1.14776847315181
"1457","2923773","314082",3,"0.915253974417891",2.08474602558211
"1459","4443833","314082",4,"1.2774175917567",2.7225824082433
"1460","4831627","314235",3,"-1.70028797144264",4.70028797144264
"1463","2809789","314235",3,"0.645893903339744",2.35410609666026
"1470","3133489","314235",3,"1.37006141918994",1.62993858081006
"1473","5127223","314235",5,"1.93175219673435",3.06824780326565
"1478","5646154","319985",4,"0.0963958539557929",3.90360414604421
"1484","5461945","319985",3,"1.46485905966156",1.53514094033844
"1488","692831","320689",2,"1.04247740324238",0.95752259675762
"1491","934348","327285",1,"1.02674748165182",0.0267474816518201
"1496","4309450","327285",5,"0.024288102663432",4.97571189733657
"1504","808981","327285",2,"-0.841007984216243",2.84100798421624
"1505","4691280","328723",4,"-0.435462399019148",4.43546239901915
"1507","4106698","328723",4,"1.8410113133653",2.1589886866347
"1508","1609042","328723",3,"1.16155749514108",1.83844250485892
"1514","468497","328723",4,"-0.424261147846514",4.42426114784651
"1519","4735650","331946",1,"0.757324023605531",0.242675976394469
"1520","627962","331946",3,"0.676453539215274",2.32354646078473
"1523","3825509","331946",1,"-0.499911383123314",1.49991138312331
"1525","4017740","331946",3,"1.01513699268464",1.98486300731536
"1530","4330819","340994",1,"0.456561710242654",0.543438289757346
"1537","1557267","342540",3,"1.14673250534846",1.85326749465154
"1539","2369370","342540",3,"-0.28511750449786",3.28511750449786
"1540","3821129","342540",3,"2.00844488306839",0.99155511693161
"1550","5461945","343094",3,"0.305567714692524",2.69443228530748
"1558","1898757","345397",4,"-0.607631120836663",4.60763112083666
"1563","186729","345397",3,"0.088972292051298",2.9110277079487
"1576","2405157","350271",3,"-0.131873185835013",3.13187318583501
"1580","4901980","350271",3,"-1.3287030411444",4.3287030411444
"1590","4532209","356424",4,"1.97012665487994",2.02987334512006
"1591","4632845","356424",4,"0.538802024335629",3.46119797566437
"1595","5330753","357980",2,"0.776680022339789",1.22331997766021
"1596","2354909","357980",3,"0.938953679970453",2.06104632002955
"1601","5022420","357980",3,"-0.926151891116489",3.92615189111649
"1603","1271678","357980",2,"1.51881254938169",0.48118745061831
"1608","2341442","361342",3,"-0.217196679238336",3.21719667923834
"1616","887792","362458",1,"0.79390122644694",0.20609877355306
"1623","4641285","363678",3,"0.0656103842556569",2.93438961574434
"1626","3122261","363678",3,"-1.48357873674334",4.48357873674334
"1628","673543","363678",3,"0.2721410873437",2.7278589126563
"1633","2826744","364728",4,"1.06837582023935",2.93162417976065
"1645","3608337","364728",3,"0.329904967998389",2.67009503200161
"1649","1542832","366438",2,"-0.16942168944378",2.16942168944378
"1654","4381542","366438",2,"2.61926089556928",0.61926089556928
"1661","2296343","367107",2,"1.96139736511318",0.03860263488682
"1663","4799505","367107",4,"-1.08396260530029",5.08396260530029
"1670","4456680","367491",2,"-1.67702617661541",3.67702617661541
"1671","4447646","367491",5,"1.33752788247252",3.66247211752748
"1681","453818","370870",4,"-0.522904112393063",4.52290411239306
"1688","1464510","370870",3,"0.877593957485934",2.12240604251407
"1691","3601645","378523",2,"-0.490435153835671",2.49043515383567
"1695","3892282","378523",3,"0.206445350504339",2.79355464949566
"1696","2064560","378523",3,"2.54134478448792",0.45865521551208
"1699","3576778","378523",5,"2.48226807815465",2.51773192184535
"1704","2900177","378523",3,"1.04317880261498",1.95682119738502
"1715","1312133","379143",1,"0.743435060543626",0.256564939456374
"1721","4380449","379885",3,"-1.10638556645035",4.10638556645035
"1725","2460218","379885",1,"-1.31201345384116",2.31201345384116
"1742","4017740","396125",5,"-0.0133980858992744",5.01339808589927
"1754","4046204","400325",2,"1.2847580416548",0.7152419583452
"1756","2698418","400325",1,"0.114371016086918",0.885628983913082
"1764","2819553","402353",4,"-0.3030852544955",4.3030852544955
"1769","2342196","402353",3,"-0.757417409606146",3.75741740960615
"1771","4100544","406794",2,"-1.08244716349977",3.08244716349977
"1775","3341071","406794",3,"1.02683981830596",1.97316018169404
"1778","3241444","408794",3,"-0.249751059617715",3.24975105961772
"1783","4415881","408794",2,"1.31229584526954",0.68770415473046
"1784","2965087","408794",2,"-0.454804333792651",2.45480433379265
"1786","2191136","408794",3,"0.942061007462816",2.05793899253718
"1788","1352286","410998",1,"0.18858842832987",0.81141157167013
"1794","4100482","414917",3,"0.031061296622733",2.96893870337727
"1801","5011601","415619",2,"1.99205921899403",0.00794078100596995
"1813","4875280","418098",3,"0.539211680189145",2.46078831981086
"1818","5058598","418098",4,"0.678108042655552",3.32189195734445
"1819","2105984","418098",3,"0.829070556424884",2.17092944357512
"1821","2293300","418098",2,"0.238204928985361",1.76179507101464
"1824","1008875","418901",3,"-0.434018796477855",3.43401879647786
"1826","4831627","418901",3,"-1.17025052703305",4.17025052703305
"1827","4364462","418901",1,"0.114186692060931",0.885813307939069
"1834","3766012","422044",2,"-1.33988485242481",3.33988485242481
"1837","3146203","422044",3,"-0.370319253249222",3.37031925324922
"1843","3478967","431206",2,"1.23413590618058",0.76586409381942
"1844","1421901","431206",1,"-1.12597433324669",2.12597433324669
"1845","1221888","431206",3,"-0.375834250962131",3.37583425096213
"1855","1325697","431635",4,"-1.6621932414709",5.6621932414709
"1858","2941133","432233",2,"0.836729879535362",1.16327012046464
"1872","1256454","434097",2,"-0.856590458919226",2.85659045891923
"1879","3766012","437757",2,"1.33385671406547",0.66614328593453
"1884","4632845","438089",4,"1.37848300109495",2.62151699890505
"1891","887792","440992",3,"0.559927301089",2.440072698911
"1898","2324005","441424",1,"-0.196965724338219",1.19696572433822
"1902","4106698","442105",1,"0.859253142015697",0.140746857984303
"1903","2387332","442105",3,"-0.852459799643209",3.85245979964321
"1904","2865695","442105",3,"1.51726975543656",1.48273024456344
"1911","2191037","443698",1,"1.19656146116681",0.19656146116681
"1913","3545120","443698",3,"-1.0137947743439",4.0137947743439
"1919","3821129","444935",1,"1.33646358457241",0.33646358457241
"1933","2809789","444935",4,"-0.611893209468388",4.61189320946839
"1935","2952948","445345",4,"2.48989379547229",1.51010620452771
"1940","5732915","445345",4,"0.751532426750922",3.24846757324908
"1944","5207679","445660",3,"-0.786670118706069",3.78667011870607
"1945","2923773","445660",4,"0.509845445015167",3.49015455498483
"1947","692831","445660",3,"1.30979783924969",1.69020216075031
"1951","4155386","445660",3,"0.698643211908215",2.30135678809178
"1952","5134833","445660",3,"0.044585863994817",2.95541413600518
"1959","4651226","446592",4,"-1.83541747657382",5.83541747657382
"1965","1696020","446999",3,"-1.14713599597725",4.14713599597725
"1967","4260264","446999",2,"1.21632759838741",0.78367240161259
"1970","5290998","446999",4,"0.124507991814318",3.87549200818568
"1971","3477524","446999",3,"2.69184891289276",0.30815108710724
"1975","4799505","447151",3,"0.201213344291236",2.79878665570876
"1978","3758910","447151",3,"-0.134645130567335",3.13464513056734
"1979","1518360","447151",3,"0.488733819714118",2.51126618028588
"1989","4188252","450767",1,"-0.54592753180806",1.54592753180806
"2007","1573009","462341",1,"-0.983165714749917",1.98316571474992
"2009","3608337","462341",2,"-0.283513108773511",2.28351310877351
"2012","522491","467103",4,"0.343256454060592",3.65674354593941
"2023","950010","474452",3,"-0.228407123087985",3.22840712308798
"2043","934348","480245",2,"0.900682981608397",1.0993170183916
"2045","5681109","481664",4,"0.924747735087798",3.0752522649122
"2048","1477191","481664",3,"1.38928877846023",1.61071122153977
"2052","3071046","483779",5,"1.03424316459352",3.96575683540648
"2061","5127223","484836",3,"0.29024558244228",2.70975441755772
"2067","4537149","485237",1,"-0.59256866558431",1.59256866558431
"2073","3478967","489418",4,"0.364454718899759",3.63554528110024
"2079","1696020","489832",1,"0.59386135295184",0.40613864704816
"2090","3821129","494433",3,"1.91283307021407",1.08716692978593
"2091","399461","494433",2,"-0.662834834788256",2.66283483478826
"2092","5039682","494433",1,"0.835335569399296",0.164664430600704
"2094","5719622","494433",3,"0.229091586260508",2.77090841373949
"2095","4387197","494433",1,"0.840176772374291",0.159823227625709
"2097","3892282","495862",2,"1.77996823662237",0.22003176337763
"2098","3315379","495862",3,"-0.109162524182083",3.10916252418208
"2101","201541","495862",4,"1.23303814173867",2.76696185826133
"2114","494281","502869",3,"0.187055290886175",2.81294470911382
"2124","2667507","503629",5,"1.92650204345974",3.07349795654026
"2126","3601645","503629",5,"-1.50395490980679",6.50395490980679
"2127","3788782","503629",2,"0.43368461357186",1.56631538642814
"2128","534213","503629",1,"-0.193473477234892",1.19347347723489
"2129","1305208","505012",5,"0.461132517490488",4.53886748250951
"2130","4722235","505012",3,"-0.020828200927475",3.02082820092747
"2133","216385","505012",4,"-0.0342272221263591",4.03422722212636
"2147","4438302","505804",3,"0.569767386929248",2.43023261307075
"2155","1221888","505804",1,"0.148221210622725",0.851778789377275
"2176","4364462","510836",1,"-0.405825945642084",1.40582594564208
"2178","5558015","514946",3,"-0.444309252172946",3.44430925217295
"2182","5646772","514946",1,"-1.33522135905723",2.33522135905723
"2187","1219810","514946",1,"-0.577197222942072",1.57719722294207
"2189","195859","514946",2,"-0.0272345464373964",2.0272345464374
"2194","5403147","515088",4,"0.652565261108756",3.34743473889124
"2197","4632845","515088",3,"0.118492155008529",2.88150784499147
"2202","4503528","515921",4,"1.3881925447836",2.6118074552164
"2205","1221415","515921",3,"-0.23510216715215",3.23510216715215
"2207","1477191","516482",2,"-0.657893269378279",2.65789326937828
"2214","1135786","516482",2,"-1.3907274369445",3.3907274369445
"2218","2524784","516482",3,"0.688860892556136",2.31113910744386
"2220","3984496","516482",4,"-0.0950642631521782",4.09506426315218
"2221","4156667","517092",3,"1.88667902904495",1.11332097095505
"2232","1518360","517996",2,"0.516216759333954",1.48378324066605
"2234","3608337","517996",2,"-0.419028645082279",2.41902864508228
"2239","1598424","522471",4,"1.10222373710853",2.89777626289147
"2241","4286813","522471",1,"-0.728860003997266",1.72886000399727
"2243","2691000","522471",3,"-0.167460299155493",3.16746029915549
"2245","1661620","528022",3,"0.774989256279122",2.22501074372088
"2247","2871930","528022",3,"1.49562640112789",1.50437359887211
"2264","3960806","528227",3,"-0.0386424642572407",3.03864246425724
"2267","522491","528227",2,"-0.295268850567323",2.29526885056732
"2277","2816647","528704",3,"0.669057974548539",2.33094202545146
"2280","3192554","528704",1,"0.509791798627644",0.490208201372356
"2281","2976221","528704",3,"1.60523900416641",1.39476099583359
"2283","1831568","528704",4,"1.62449429925426",2.37550570074574
